"","GO.ID","Term","Annotated","Significant","Expected","raw.p.value","padj","ontology"
"13154","GO:2000820","negative regulation of transcription from RNA polymerase II promoter involved in smooth muscle cell differentiation",2,0,0.1,"1.00000",1,"BP"
"13155","GO:2000822","regulation of behavioral fear response",16,0,0.76,"1.00000",1,"BP"
"13156","GO:2000825","positive regulation of androgen receptor activity",2,0,0.1,"1.00000",1,"BP"
"13157","GO:2000826","regulation of heart morphogenesis",4,0,0.19,"1.00000",1,"BP"
"13158","GO:2000827","mitochondrial RNA surveillance",1,0,0.05,"1.00000",1,"BP"
"13159","GO:2000832","negative regulation of steroid hormone secretion",9,0,0.43,"1.00000",1,"BP"
"13160","GO:2000843","regulation of testosterone secretion",1,0,0.05,"1.00000",1,"BP"
"13161","GO:2000845","positive regulation of testosterone secretion",1,0,0.05,"1.00000",1,"BP"
"13162","GO:2000847","negative regulation of corticosteroid hormone secretion",9,0,0.43,"1.00000",1,"BP"
"13163","GO:2000849","regulation of glucocorticoid secretion",9,0,0.43,"1.00000",1,"BP"
"13164","GO:2000850","negative regulation of glucocorticoid secretion",9,0,0.43,"1.00000",1,"BP"
"13165","GO:2000852","regulation of corticosterone secretion",2,0,0.1,"1.00000",1,"BP"
"13166","GO:2000853","negative regulation of corticosterone secretion",2,0,0.1,"1.00000",1,"BP"
"13167","GO:2000878","positive regulation of oligopeptide transport",2,0,0.1,"1.00000",1,"BP"
"13168","GO:2000880","positive regulation of dipeptide transport",2,0,0.1,"1.00000",1,"BP"
"13169","GO:2000896","amylopectin metabolic process",4,0,0.19,"1.00000",1,"BP"
"13170","GO:2000973","regulation of pro-B cell differentiation",16,0,0.76,"1.00000",1,"BP"
"13171","GO:2000974","negative regulation of pro-B cell differentiation",1,0,0.05,"1.00000",1,"BP"
"13172","GO:2000975","positive regulation of pro-B cell differentiation",2,0,0.1,"1.00000",1,"BP"
"13173","GO:2000977","regulation of forebrain neuron differentiation",2,0,0.1,"1.00000",1,"BP"
"13174","GO:2000979","positive regulation of forebrain neuron differentiation",2,0,0.1,"1.00000",1,"BP"
"13175","GO:2000980","regulation of inner ear receptor cell differentiation",1,0,0.05,"1.00000",1,"BP"
"13176","GO:2000981","negative regulation of inner ear receptor cell differentiation",1,0,0.05,"1.00000",1,"BP"
"13177","GO:2000983","regulation of ATP citrate synthase activity",15,0,0.72,"1.00000",1,"BP"
"13178","GO:2000987","positive regulation of behavioral fear response",16,0,0.76,"1.00000",1,"BP"
"13179","GO:2001012","mesenchymal cell differentiation involved in renal system development",7,0,0.33,"1.00000",1,"BP"
"13180","GO:2001013","epithelial cell proliferation involved in renal tubule morphogenesis",25,0,1.19,"1.00000",1,"BP"
"13181","GO:2001014","regulation of skeletal muscle cell differentiation",64,0,3.05,"1.00000",1,"BP"
"13182","GO:2001015","negative regulation of skeletal muscle cell differentiation",7,0,0.33,"1.00000",1,"BP"
"13183","GO:2001016","positive regulation of skeletal muscle cell differentiation",29,0,1.38,"1.00000",1,"BP"
"13184","GO:2001017","regulation of retrograde axon cargo transport",2,0,0.1,"1.00000",1,"BP"
"13185","GO:2001019","positive regulation of retrograde axon cargo transport",2,0,0.1,"1.00000",1,"BP"
"13186","GO:2001027","negative regulation of endothelial cell chemotaxis",1,0,0.05,"1.00000",1,"BP"
"13187","GO:2001029","regulation of cellular glucuronidation",1,0,0.05,"1.00000",1,"BP"
"13188","GO:2001031","positive regulation of cellular glucuronidation",1,0,0.05,"1.00000",1,"BP"
"13189","GO:2001032","regulation of double-strand break repair via nonhomologous end joining",29,0,1.38,"1.00000",1,"BP"
"13190","GO:2001033","negative regulation of double-strand break repair via nonhomologous end joining",5,0,0.24,"1.00000",1,"BP"
"13191","GO:2001034","positive regulation of double-strand break repair via nonhomologous end joining",19,0,0.91,"1.00000",1,"BP"
"13192","GO:2001045","negative regulation of integrin-mediated signaling pathway",8,0,0.38,"1.00000",1,"BP"
"13193","GO:2001074","regulation of metanephric ureteric bud development",1,0,0.05,"1.00000",1,"BP"
"13194","GO:2001076","positive regulation of metanephric ureteric bud development",1,0,0.05,"1.00000",1,"BP"
"13195","GO:2001106","regulation of Rho guanyl-nucleotide exchange factor activity",29,0,1.38,"1.00000",1,"BP"
"13196","GO:2001107","negative regulation of Rho guanyl-nucleotide exchange factor activity",1,0,0.05,"1.00000",1,"BP"
"13197","GO:2001108","positive regulation of Rho guanyl-nucleotide exchange factor activity",3,0,0.14,"1.00000",1,"BP"
"13198","GO:2001135","regulation of endocytic recycling",16,0,0.76,"1.00000",1,"BP"
"13199","GO:2001137","positive regulation of endocytic recycling",8,0,0.38,"1.00000",1,"BP"
"13200","GO:2001138","regulation of phospholipid transport",15,0,0.72,"1.00000",1,"BP"
"13201","GO:2001140","positive regulation of phospholipid transport",15,0,0.72,"1.00000",1,"BP"
"13202","GO:2001142","nicotinate transport",9,0,0.43,"1.00000",1,"BP"
"13203","GO:2001144","regulation of phosphatidylinositol-3,4,5-trisphosphate 5-phosphatase activity",2,0,0.1,"1.00000",1,"BP"
"13204","GO:2001145","negative regulation of phosphatidylinositol-3,4,5-trisphosphate 5-phosphatase activity",2,0,0.1,"1.00000",1,"BP"
"13205","GO:2001148","regulation of dipeptide transmembrane transport",2,0,0.1,"1.00000",1,"BP"
"13206","GO:2001150","positive regulation of dipeptide transmembrane transport",2,0,0.1,"1.00000",1,"BP"
"13207","GO:2001151","regulation of renal water transport",3,0,0.14,"1.00000",1,"BP"
"13208","GO:2001153","positive regulation of renal water transport",3,0,0.14,"1.00000",1,"BP"
"13209","GO:2001168","positive regulation of histone H2B ubiquitination",7,0,0.33,"1.00000",1,"BP"
"13210","GO:2001170","negative regulation of ATP biosynthetic process",6,0,0.29,"1.00000",1,"BP"
"13211","GO:2001185","regulation of CD8-positive, alpha-beta T cell activation",13,0,0.62,"1.00000",1,"BP"
"13212","GO:2001186","negative regulation of CD8-positive, alpha-beta T cell activation",9,0,0.43,"1.00000",1,"BP"
"13213","GO:2001187","positive regulation of CD8-positive, alpha-beta T cell activation",3,0,0.14,"1.00000",1,"BP"
"13214","GO:2001188","regulation of T cell activation via T cell receptor contact with antigen bound to MHC molecule on antigen presenting cell",4,0,0.19,"1.00000",1,"BP"
"13215","GO:2001189","negative regulation of T cell activation via T cell receptor contact with antigen bound to MHC molecule on antigen presenting cell",2,0,0.1,"1.00000",1,"BP"
"13216","GO:2001190","positive regulation of T cell activation via T cell receptor contact with antigen bound to MHC molecule on antigen presenting cell",2,0,0.1,"1.00000",1,"BP"
"13217","GO:2001197","basement membrane assembly involved in embryonic body morphogenesis",30,0,1.43,"1.00000",1,"BP"
"13218","GO:2001198","regulation of dendritic cell differentiation",1,0,0.05,"1.00000",1,"BP"
"13219","GO:2001204","regulation of osteoclast development",7,0,0.33,"1.00000",1,"BP"
"13220","GO:2001205","negative regulation of osteoclast development",1,0,0.05,"1.00000",1,"BP"
"13221","GO:2001206","positive regulation of osteoclast development",6,0,0.29,"1.00000",1,"BP"
"13222","GO:2001212","regulation of vasculogenesis",32,0,1.53,"1.00000",1,"BP"
"13223","GO:2001213","negative regulation of vasculogenesis",10,0,0.48,"1.00000",1,"BP"
"13224","GO:2001214","positive regulation of vasculogenesis",19,0,0.91,"1.00000",1,"BP"
"13225","GO:2001225","regulation of chloride transport",3,0,0.14,"1.00000",1,"BP"
"13226","GO:2001228","regulation of response to gamma radiation",1,0,0.05,"1.00000",1,"BP"
"13227","GO:2001241","positive regulation of extrinsic apoptotic signaling pathway in absence of ligand",11,0,0.52,"1.00000",1,"BP"
"13228","GO:2001244","positive regulation of intrinsic apoptotic signaling pathway",39,0,1.86,"1.00000",1,"BP"
"13229","GO:2001245","regulation of phosphatidylcholine biosynthetic process",1,0,0.05,"1.00000",1,"BP"
"13230","GO:2001247","positive regulation of phosphatidylcholine biosynthetic process",1,0,0.05,"1.00000",1,"BP"
"13231","GO:2001252","positive regulation of chromosome organization",107,0,5.1,"1.00000",1,"BP"
"13232","GO:2001253","regulation of histone H3-K36 trimethylation",1,0,0.05,"1.00000",1,"BP"
"13233","GO:2001255","positive regulation of histone H3-K36 trimethylation",1,0,0.05,"1.00000",1,"BP"
"13234","GO:2001267","regulation of cysteine-type endopeptidase activity involved in apoptotic signaling pathway",9,0,0.43,"1.00000",1,"BP"
"13235","GO:2001268","negative regulation of cysteine-type endopeptidase activity involved in apoptotic signaling pathway",3,0,0.14,"1.00000",1,"BP"
"13236","GO:2001269","positive regulation of cysteine-type endopeptidase activity involved in apoptotic signaling pathway",6,0,0.29,"1.00000",1,"BP"
"13237","GO:2001270","regulation of cysteine-type endopeptidase activity involved in execution phase of apoptosis",5,0,0.24,"1.00000",1,"BP"
"13238","GO:2001271","negative regulation of cysteine-type endopeptidase activity involved in execution phase of apoptosis",4,0,0.19,"1.00000",1,"BP"
"13239","GO:2001272","positive regulation of cysteine-type endopeptidase activity involved in execution phase of apoptosis",1,0,0.05,"1.00000",1,"BP"
"13240","GO:2001279","regulation of unsaturated fatty acid biosynthetic process",6,0,0.29,"1.00000",1,"BP"
"13241","GO:2001280","positive regulation of unsaturated fatty acid biosynthetic process",4,0,0.19,"1.00000",1,"BP"
"13242","GO:2001286","regulation of caveolin-mediated endocytosis",10,0,0.48,"1.00000",1,"BP"
"13243","GO:2001288","positive regulation of caveolin-mediated endocytosis",10,0,0.48,"1.00000",1,"BP"
"13244","GO:2001293","malonyl-CoA metabolic process",28,0,1.34,"1.00000",1,"BP"
"13245","GO:2001294","malonyl-CoA catabolic process",19,0,0.91,"1.00000",1,"BP"
"13246","GO:2001295","malonyl-CoA biosynthetic process",9,0,0.43,"1.00000",1,"BP"
"13247","GO:2001301","lipoxin biosynthetic process",5,0,0.24,"1.00000",1,"BP"
"13248","GO:2001303","lipoxin A4 biosynthetic process",3,0,0.14,"1.00000",1,"BP"
"13249","GO:2001311","lysobisphosphatidic acid metabolic process",4,0,0.19,"1.00000",1,"BP"
"13250","GO:0001518","voltage-gated sodium channel complex",88,70,4.07,"< 1e-30",NA,"CC"
"13251","GO:0034706","sodium channel complex",88,70,4.07,"< 1e-30",NA,"CC"
"13252","GO:0034703","cation channel complex",248,102,11.46,"< 1e-30",NA,"CC"
"13253","GO:0034702","ion channel complex",325,105,15.02,"< 1e-30",NA,"CC"
"13254","GO:1902495","transmembrane transporter complex",403,108,18.62,"< 1e-30",NA,"CC"
"13255","GO:1990351","transporter complex",426,109,19.69,"< 1e-30",NA,"CC"
"13256","GO:0030017","sarcomere",1122,144,51.85,"2.0e-29",3.49e-26,"CC"
"13257","GO:0061617","MICOS complex",42,23,1.94,"3.0e-20",2.6175e-17,"CC"
"13258","GO:0099081","supramolecular polymer",3224,255,148.98,"7.2e-19",3.49e-16,"CC"
"13259","GO:0099512","supramolecular fiber",3213,254,148.47,"9.3e-19",3.49e-16,"CC"
"13260","GO:0005891","voltage-gated calcium channel complex",63,26,2.91,"1.0e-18",3.49e-16,"CC"
"13261","GO:0014802","terminal cisterna",24,17,1.11,"4.5e-18",1.30875e-15,"CC"
"13262","GO:0098797","plasma membrane protein complex",930,106,42.98,"6.4e-18",1.59542857142857e-15,"CC"
"13263","GO:0005865","striated muscle thin filament",162,39,7.49,"9.3e-18",2.0285625e-15,"CC"
"13264","GO:1990425","ryanodine receptor complex",19,15,0.88,"2.8e-17",5.42888888888889e-15,"CC"
"13265","GO:0005861","troponin complex",85,28,3.93,"5.4e-17",9.423e-15,"CC"
"13266","GO:0034704","calcium channel complex",107,29,4.94,"5.1e-15",8.09045454545454e-13,"CC"
"13267","GO:0099080","supramolecular complex",3772,266,174.31,"2.0e-13",2.90833333333333e-11,"CC"
"13268","GO:0036379","myofilament",281,45,12.99,"3.0e-13",4.02692307692308e-11,"CC"
"13269","GO:0030312","external encapsulating structure",512,64,23.66,"4.9e-13",6.1075e-11,"CC"
"13270","GO:0062023","collagen-containing extracellular matrix",405,55,18.72,"7.9e-13",9.19033333333333e-11,"CC"
"13271","GO:0030016","myofibril",2303,180,106.42,"9.5e-13",1.03609375e-10,"CC"
"13272","GO:0043292","contractile fiber",2308,180,106.65,"1.1e-12",1.12911764705882e-10,"CC"
"13273","GO:0005581","collagen trimer",141,30,6.52,"1.8e-12",1.745e-10,"CC"
"13274","GO:0033017","sarcoplasmic reticulum membrane",191,35,8.83,"2.6e-12",2.38789473684211e-10,"CC"
"13275","GO:0031012","extracellular matrix",494,60,22.83,"9.0e-12",7.8525e-10,"CC"
"13276","GO:0098796","membrane protein complex",1911,153,88.31,"1.1e-11",9.14047619047619e-10,"CC"
"13277","GO:0005583","fibrillar collagen trimer",21,12,0.97,"1.8e-11",1.36565217391304e-09,"CC"
"13278","GO:0098643","banded collagen fibril",21,12,0.97,"1.8e-11",1.36565217391304e-09,"CC"
"13279","GO:0099513","polymeric cytoskeletal fiber",975,93,45.06,"2.7e-11",1.963125e-09,"CC"
"13280","GO:0005874","microtubule",708,72,32.72,"3.2e-10",2.2336e-08,"CC"
"13281","GO:0016529","sarcoplasmic reticulum",308,42,14.23,"3.6e-10",2.41615384615385e-08,"CC"
"13282","GO:0098644","complex of collagen trimers",32,13,1.48,"6.3e-10",4.07166666666667e-08,"CC"
"13283","GO:0005788","endoplasmic reticulum lumen",211,33,9.75,"8.2e-10",5.11035714285714e-08,"CC"
"13284","GO:1990752","microtubule end",111,23,5.13,"1.2e-09",7.22068965517241e-08,"CC"
"13285","GO:0031674","I band",843,79,38.96,"2.0e-09",1.16333333333333e-07,"CC"
"13286","GO:0030018","Z disc",818,77,37.8,"2.7e-09",1.51983870967742e-07,"CC"
"13287","GO:0097512","cardiac myofibril",12,8,0.55,"8.5e-09",4.63515625e-07,"CC"
"13288","GO:0016528","sarcoplasm",353,42,16.31,"2.2e-08",1.16333333333333e-06,"CC"
"13289","GO:0005790","smooth endoplasmic reticulum",42,13,1.94,"3.0e-08",1.53970588235294e-06,"CC"
"13290","GO:0014701","junctional sarcoplasmic reticulum membrane",10,7,0.46,"4.7e-08",2.32666666666667e-06,"CC"
"13291","GO:0005955","calcineurin complex",14,8,0.65,"4.8e-08",2.32666666666667e-06,"CC"
"13292","GO:0033018","sarcoplasmic reticulum lumen",46,13,2.13,"1.0e-07",4.71621621621622e-06,"CC"
"13293","GO:0030314","junctional membrane complex",11,7,0.51,"1.2e-07",5.51052631578947e-06,"CC"
"13294","GO:1990454","L-type voltage-gated calcium channel complex",28,10,1.29,"2.6e-07",1.16333333333333e-05,"CC"
"13295","GO:0036449","microtubule minus-end",68,15,3.14,"3.8e-07",1.65775e-05,"CC"
"13296","GO:0071944","cell periphery",6278,363,290.11,"4.4e-07",1.87268292682927e-05,"CC"
"13297","GO:0031672","A band",365,38,16.87,"2.9e-06",0.000120488095238095,"CC"
"13298","GO:0005592","collagen type XI trimer",11,6,0.51,"3.6e-06",0.000146093023255814,"CC"
"13299","GO:0097449","astrocyte projection",7,5,0.32,"4.1e-06",0.000162602272727273,"CC"
"13300","GO:0014705","C zone",4,4,0.18,"4.5e-06",0.0001745,"CC"
"13301","GO:0005942","phosphatidylinositol 3-kinase complex",56,12,2.59,"7.6e-06",0.000288304347826087,"CC"
"13302","GO:0000235","astral microtubule",8,5,0.37,"1.0e-05",0.000349,"CC"
"13303","GO:0005818","aster",8,5,0.37,"1.0e-05",0.000349,"CC"
"13304","GO:0061673","mitotic spindle astral microtubule",8,5,0.37,"1.0e-05",0.000349,"CC"
"13305","GO:1905721","mitotic spindle astral microtubule end",8,5,0.37,"1.0e-05",0.000349,"CC"
"13306","GO:0005576","extracellular region",3365,205,155.5,"1.5e-05",0.000513235294117647,"CC"
"13307","GO:0035189","Rb-E2F complex",5,4,0.23,"2.2e-05",0.000724339622641509,"CC"
"13308","GO:0097450","astrocyte end-foot",5,4,0.23,"2.2e-05",0.000724339622641509,"CC"
"13309","GO:0005740","mitochondrial envelope",1246,88,57.58,"5.0e-05",0.00161574074074074,"CC"
"13310","GO:0009279","cell outer membrane",6,4,0.28,"6.3e-05",0.001963125,"CC"
"13311","GO:0030313","cell envelope",6,4,0.28,"6.3e-05",0.001963125,"CC"
"13312","GO:0098800","inner mitochondrial membrane protein complex",247,26,11.41,"8.4e-05",0.00257157894736842,"CC"
"13313","GO:0042175","nuclear outer membrane-endoplasmic reticulum membrane network",1503,101,69.45,"9.6e-05",0.00288827586206897,"CC"
"13314","GO:0031966","mitochondrial membrane",1162,81,53.7,"0.00015",0.0044364406779661,"CC"
"13315","GO:0032154","cleavage furrow",137,17,6.33,"0.00020",0.00581666666666667,"CC"
"13316","GO:0098827","endoplasmic reticulum subcompartment",1477,97,68.25,"0.00030",0.00858196721311475,"CC"
"13317","GO:0005743","mitochondrial inner membrane",683,52,31.56,"0.00031",0.008725,"CC"
"13318","GO:0008180","COP9 signalosome",30,7,1.39,"0.00035",0.00969444444444444,"CC"
"13319","GO:0030061","mitochondrial crista",9,4,0.42,"0.00047",0.01281484375,"CC"
"13320","GO:0005789","endoplasmic reticulum membrane",1465,95,67.7,"0.00052",0.01396,"CC"
"13321","GO:0019866","organelle inner membrane",734,54,33.92,"0.00055",0.0145416666666667,"CC"
"13322","GO:0005739","mitochondrion",2704,160,124.95,"0.00058",0.0149210144927536,"CC"
"13323","GO:0005871","kinesin complex",42,8,1.94,"0.00059",0.0149210144927536,"CC"
"13324","GO:0035371","microtubule plus-end",42,8,1.94,"0.00059",0.0149210144927536,"CC"
